CAT,NUMCAP,DESC,MEDICO
E29,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E30,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E31,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E32,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E33,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E34,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E35,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E36,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E37,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E38,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E39,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E40,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E41,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E42,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E43,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E44,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E45,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E46,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E47,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E48,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E49,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E50,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E51,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E52,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E53,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E54,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E55,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E56,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E57,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E58,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E59,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E60,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E61,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E62,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E63,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E64,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E65,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E66,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E67,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E68,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E69,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E70,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E71,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E72,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E73,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E74,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E75,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E76,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E77,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E78,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E79,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E80,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E81,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E82,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E83,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E84,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E85,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E86,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E87,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E88,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E89,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E90,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E91,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E92,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E93,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E94,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E95,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E96,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E97,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E98,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
E99,4,IV.  Doenças endócrinas nutricionais e metabólicas,Endocrinologista
F00,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F01,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F02,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F03,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F04,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F05,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F06,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F07,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F08,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F09,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F10,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F11,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F12,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F13,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F14,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F15,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F16,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F17,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F18,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F19,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F20,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F21,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F22,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F23,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F24,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F25,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F26,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F27,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F28,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F29,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F30,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F31,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F32,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F33,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F34,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F35,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F36,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F37,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F38,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F39,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F40,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F41,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F42,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F43,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F44,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F45,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F46,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F47,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F48,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F49,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F50,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F51,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F52,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F53,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F54,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F55,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F56,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F57,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F58,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F59,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F60,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F61,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F62,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F63,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F64,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F65,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F66,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F67,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F68,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F69,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F70,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F71,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F72,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F73,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F74,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F75,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F76,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F77,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F78,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F79,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F80,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F81,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F82,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F83,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F84,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F85,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F86,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F87,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F88,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F89,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F90,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F91,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F92,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F93,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F94,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F95,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F96,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F97,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F98,5,V.   Transtornos mentais e comportamentais,Psiquiatra
F99,5,V.   Transtornos mentais e comportamentais,Psiquiatra
G00,6,VI.  Doenças do sistema nervoso,Neurologista
G01,6,VI.  Doenças do sistema nervoso,Neurologista
G02,6,VI.  Doenças do sistema nervoso,Neurologista
G03,6,VI.  Doenças do sistema nervoso,Neurologista
G04,6,VI.  Doenças do sistema nervoso,Neurologista
G05,6,VI.  Doenças do sistema nervoso,Neurologista
G06,6,VI.  Doenças do sistema nervoso,Neurologista
G07,6,VI.  Doenças do sistema nervoso,Neurologista
G08,6,VI.  Doenças do sistema nervoso,Neurologista
G09,6,VI.  Doenças do sistema nervoso,Neurologista
G10,6,VI.  Doenças do sistema nervoso,Neurologista
G11,6,VI.  Doenças do sistema nervoso,Neurologista
G12,6,VI.  Doenças do sistema nervoso,Neurologista
G13,6,VI.  Doenças do sistema nervoso,Neurologista
G14,6,VI.  Doenças do sistema nervoso,Neurologista
G15,6,VI.  Doenças do sistema nervoso,Neurologista
G16,6,VI.  Doenças do sistema nervoso,Neurologista
G17,6,VI.  Doenças do sistema nervoso,Neurologista
G18,6,VI.  Doenças do sistema nervoso,Neurologista
G19,6,VI.  Doenças do sistema nervoso,Neurologista
G20,6,VI.  Doenças do sistema nervoso,Neurologista
G21,6,VI.  Doenças do sistema nervoso,Neurologista
G22,6,VI.  Doenças do sistema nervoso,Neurologista
G23,6,VI.  Doenças do sistema nervoso,Neurologista
G24,6,VI.  Doenças do sistema nervoso,Neurologista
G25,6,VI.  Doenças do sistema nervoso,Neurologista
G26,6,VI.  Doenças do sistema nervoso,Neurologista
G27,6,VI.  Doenças do sistema nervoso,Neurologista
G28,6,VI.  Doenças do sistema nervoso,Neurologista
G29,6,VI.  Doenças do sistema nervoso,Neurologista
G30,6,VI.  Doenças do sistema nervoso,Neurologista
G31,6,VI.  Doenças do sistema nervoso,Neurologista
G32,6,VI.  Doenças do sistema nervoso,Neurologista
G33,6,VI.  Doenças do sistema nervoso,Neurologista
G34,6,VI.  Doenças do sistema nervoso,Neurologista
G35,6,VI.  Doenças do sistema nervoso,Neurologista
G36,6,VI.  Doenças do sistema nervoso,Neurologista
G37,6,VI.  Doenças do sistema nervoso,Neurologista
G38,6,VI.  Doenças do sistema nervoso,Neurologista
G39,6,VI.  Doenças do sistema nervoso,Neurologista
G40,6,VI.  Doenças do sistema nervoso,Neurologista
G41,6,VI.  Doenças do sistema nervoso,Neurologista
G42,6,VI.  Doenças do sistema nervoso,Neurologista
G43,6,VI.  Doenças do sistema nervoso,Neurologista
G44,6,VI.  Doenças do sistema nervoso,Neurologista
G45,6,VI.  Doenças do sistema nervoso,Neurologista
G46,6,VI.  Doenças do sistema nervoso,Neurologista
G47,6,VI.  Doenças do sistema nervoso,Neurologista
G48,6,VI.  Doenças do sistema nervoso,Neurologista
G49,6,VI.  Doenças do sistema nervoso,Neurologista
G50,6,VI.  Doenças do sistema nervoso,Neurologista
G51,6,VI.  Doenças do sistema nervoso,Neurologista
G52,6,VI.  Doenças do sistema nervoso,Neurologista
G53,6,VI.  Doenças do sistema nervoso,Neurologista
G54,6,VI.  Doenças do sistema nervoso,Neurologista
G55,6,VI.  Doenças do sistema nervoso,Neurologista
G56,6,VI.  Doenças do sistema nervoso,Neurologista
G57,6,VI.  Doenças do sistema nervoso,Neurologista
G58,6,VI.  Doenças do sistema nervoso,Neurologista
G59,6,VI.  Doenças do sistema nervoso,Neurologista
G60,6,VI.  Doenças do sistema nervoso,Neurologista
G61,6,VI.  Doenças do sistema nervoso,Neurologista
G62,6,VI.  Doenças do sistema nervoso,Neurologista
G63,6,VI.  Doenças do sistema nervoso,Neurologista
G64,6,VI.  Doenças do sistema nervoso,Neurologista
G65,6,VI.  Doenças do sistema nervoso,Neurologista
G66,6,VI.  Doenças do sistema nervoso,Neurologista
G67,6,VI.  Doenças do sistema nervoso,Neurologista
G68,6,VI.  Doenças do sistema nervoso,Neurologista
G69,6,VI.  Doenças do sistema nervoso,Neurologista
G70,6,VI.  Doenças do sistema nervoso,Neurologista
G71,6,VI.  Doenças do sistema nervoso,Neurologista
G72,6,VI.  Doenças do sistema nervoso,Neurologista
G73,6,VI.  Doenças do sistema nervoso,Neurologista
G74,6,VI.  Doenças do sistema nervoso,Neurologista
G75,6,VI.  Doenças do sistema nervoso,Neurologista
G76,6,VI.  Doenças do sistema nervoso,Neurologista
G77,6,VI.  Doenças do sistema nervoso,Neurologista
G78,6,VI.  Doenças do sistema nervoso,Neurologista
G79,6,VI.  Doenças do sistema nervoso,Neurologista
G80,6,VI.  Doenças do sistema nervoso,Neurologista
G81,6,VI.  Doenças do sistema nervoso,Neurologista
G82,6,VI.  Doenças do sistema nervoso,Neurologista
G83,6,VI.  Doenças do sistema nervoso,Neurologista
G84,6,VI.  Doenças do sistema nervoso,Neurologista
G85,6,VI.  Doenças do sistema nervoso,Neurologista
G86,6,VI.  Doenças do sistema nervoso,Neurologista
G87,6,VI.  Doenças do sistema nervoso,Neurologista
G88,6,VI.  Doenças do sistema nervoso,Neurologista
G89,6,VI.  Doenças do sistema nervoso,Neurologista
G90,6,VI.  Doenças do sistema nervoso,Neurologista
G91,6,VI.  Doenças do sistema nervoso,Neurologista
G92,6,VI.  Doenças do sistema nervoso,Neurologista
G93,6,VI.  Doenças do sistema nervoso,Neurologista
G94,6,VI.  Doenças do sistema nervoso,Neurologista
G95,6,VI.  Doenças do sistema nervoso,Neurologista
G96,6,VI.  Doenças do sistema nervoso,Neurologista
G97,6,VI.  Doenças do sistema nervoso,Neurologista
G98,6,VI.  Doenças do sistema nervoso,Neurologista
G99,6,VI.  Doenças do sistema nervoso,Neurologista
H00,7,VII. Doenças do olho e anexos,Oftalmologista
H01,7,VII. Doenças do olho e anexos,Oftalmologista
H02,7,VII. Doenças do olho e anexos,Oftalmologista
H03,7,VII. Doenças do olho e anexos,Oftalmologista
H04,7,VII. Doenças do olho e anexos,Oftalmologista
H05,7,VII. Doenças do olho e anexos,Oftalmologista
H06,7,VII. Doenças do olho e anexos,Oftalmologista
H07,7,VII. Doenças do olho e anexos,Oftalmologista
H08,7,VII. Doenças do olho e anexos,Oftalmologista
H09,7,VII. Doenças do olho e anexos,Oftalmologista
H10,7,VII. Doenças do olho e anexos,Oftalmologista
H11,7,VII. Doenças do olho e anexos,Oftalmologista
H12,7,VII. Doenças do olho e anexos,Oftalmologista
H13,7,VII. Doenças do olho e anexos,Oftalmologista
H14,7,VII. Doenças do olho e anexos,Oftalmologista
H15,7,VII. Doenças do olho e anexos,Oftalmologista
H16,7,VII. Doenças do olho e anexos,Oftalmologista
H17,7,VII. Doenças do olho e anexos,Oftalmologista
H18,7,VII. Doenças do olho e anexos,Oftalmologista
H19,7,VII. Doenças do olho e anexos,Oftalmologista
H20,7,VII. Doenças do olho e anexos,Oftalmologista
H21,7,VII. Doenças do olho e anexos,Oftalmologista
H22,7,VII. Doenças do olho e anexos,Oftalmologista
H23,7,VII. Doenças do olho e anexos,Oftalmologista
H24,7,VII. Doenças do olho e anexos,Oftalmologista
H25,7,VII. Doenças do olho e anexos,Oftalmologista
H26,7,VII. Doenças do olho e anexos,Oftalmologista
H27,7,VII. Doenças do olho e anexos,Oftalmologista
H28,7,VII. Doenças do olho e anexos,Oftalmologista
H29,7,VII. Doenças do olho e anexos,Oftalmologista
H30,7,VII. Doenças do olho e anexos,Oftalmologista
H31,7,VII. Doenças do olho e anexos,Oftalmologista
H32,7,VII. Doenças do olho e anexos,Oftalmologista
H33,7,VII. Doenças do olho e anexos,Oftalmologista
H34,7,VII. Doenças do olho e anexos,Oftalmologista
H35,7,VII. Doenças do olho e anexos,Oftalmologista
H36,7,VII. Doenças do olho e anexos,Oftalmologista
H37,7,VII. Doenças do olho e anexos,Oftalmologista
H38,7,VII. Doenças do olho e anexos,Oftalmologista
H39,7,VII. Doenças do olho e anexos,Oftalmologista
H40,7,VII. Doenças do olho e anexos,Oftalmologista
H41,7,VII. Doenças do olho e anexos,Oftalmologista
H42,7,VII. Doenças do olho e anexos,Oftalmologista
H43,7,VII. Doenças do olho e anexos,Oftalmologista
H44,7,VII. Doenças do olho e anexos,Oftalmologista
H45,7,VII. Doenças do olho e anexos,Oftalmologista
H46,7,VII. Doenças do olho e anexos,Oftalmologista
H47,7,VII. Doenças do olho e anexos,Oftalmologista
H48,7,VII. Doenças do olho e anexos,Oftalmologista
H49,7,VII. Doenças do olho e anexos,Oftalmologista
H50,7,VII. Doenças do olho e anexos,Oftalmologista
H51,7,VII. Doenças do olho e anexos,Oftalmologista
H52,7,VII. Doenças do olho e anexos,Oftalmologista
H53,7,VII. Doenças do olho e anexos,Oftalmologista
H54,7,VII. Doenças do olho e anexos,Oftalmologista
H55,7,VII. Doenças do olho e anexos,Oftalmologista
H56,7,VII. Doenças do olho e anexos,Oftalmologista
H57,7,VII. Doenças do olho e anexos,Oftalmologista
H58,7,VII. Doenças do olho e anexos,Oftalmologista
H59,7,VII. Doenças do olho e anexos,Oftalmologista
H60,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H61,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H62,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H63,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H64,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H65,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H66,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H67,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H68,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H69,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H70,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H71,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H72,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H73,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H74,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H75,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H76,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H77,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H78,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H79,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H80,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H81,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H82,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H83,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H84,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H85,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H86,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H87,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H88,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H89,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H90,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H91,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H92,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H93,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H94,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H95,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H96,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H97,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H98,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
H99,8,VIII.Doenças do ouvido e da apófise mastóide,Otorrinolaringologista
I00,9,IX.  Doenças do aparelho circulatório,Cardiologista
I01,9,IX.  Doenças do aparelho circulatório,Cardiologista
I02,9,IX.  Doenças do aparelho circulatório,Cardiologista
I03,9,IX.  Doenças do aparelho circulatório,Cardiologista
I04,9,IX.  Doenças do aparelho circulatório,Cardiologista
I05,9,IX.  Doenças do aparelho circulatório,Cardiologista
I06,9,IX.  Doenças do aparelho circulatório,Cardiologista
I07,9,IX.  Doenças do aparelho circulatório,Cardiologista
I08,9,IX.  Doenças do aparelho circulatório,Cardiologista
I09,9,IX.  Doenças do aparelho circulatório,Cardiologista
I10,9,IX.  Doenças do aparelho circulatório,Cardiologista
I11,9,IX.  Doenças do aparelho circulatório,Cardiologista
I12,9,IX.  Doenças do aparelho circulatório,Cardiologista
I13,9,IX.  Doenças do aparelho circulatório,Cardiologista
I14,9,IX.  Doenças do aparelho circulatório,Cardiologista
I15,9,IX.  Doenças do aparelho circulatório,Cardiologista
I16,9,IX.  Doenças do aparelho circulatório,Cardiologista
I17,9,IX.  Doenças do aparelho circulatório,Cardiologista
I18,9,IX.  Doenças do aparelho circulatório,Cardiologista
I19,9,IX.  Doenças do aparelho circulatório,Cardiologista
I20,9,IX.  Doenças do aparelho circulatório,Cardiologista
I21,9,IX.  Doenças do aparelho circulatório,Cardiologista
I22,9,IX.  Doenças do aparelho circulatório,Cardiologista
I23,9,IX.  Doenças do aparelho circulatório,Cardiologista
I24,9,IX.  Doenças do aparelho circulatório,Cardiologista
I25,9,IX.  Doenças do aparelho circulatório,Cardiologista
I26,9,IX.  Doenças do aparelho circulatório,Cardiologista
I27,9,IX.  Doenças do aparelho circulatório,Cardiologista
I28,9,IX.  Doenças do aparelho circulatório,Cardiologista
I29,9,IX.  Doenças do aparelho circulatório,Cardiologista
I30,9,IX.  Doenças do aparelho circulatório,Cardiologista
I31,9,IX.  Doenças do aparelho circulatório,Cardiologista
I32,9,IX.  Doenças do aparelho circulatório,Cardiologista
I33,9,IX.  Doenças do aparelho circulatório,Cardiologista
I34,9,IX.  Doenças do aparelho circulatório,Cardiologista
I35,9,IX.  Doenças do aparelho circulatório,Cardiologista
I36,9,IX.  Doenças do aparelho circulatório,Cardiologista
I37,9,IX.  Doenças do aparelho circulatório,Cardiologista
I38,9,IX.  Doenças do aparelho circulatório,Cardiologista
I39,9,IX.  Doenças do aparelho circulatório,Cardiologista
I40,9,IX.  Doenças do aparelho circulatório,Cardiologista
I41,9,IX.  Doenças do aparelho circulatório,Cardiologista
I42,9,IX.  Doenças do aparelho circulatório,Cardiologista
I43,9,IX.  Doenças do aparelho circulatório,Cardiologista
I44,9,IX.  Doenças do aparelho circulatório,Cardiologista
I45,9,IX.  Doenças do aparelho circulatório,Cardiologista
I46,9,IX.  Doenças do aparelho circulatório,Cardiologista
I47,9,IX.  Doenças do aparelho circulatório,Cardiologista
I48,9,IX.  Doenças do aparelho circulatório,Cardiologista
I49,9,IX.  Doenças do aparelho circulatório,Cardiologista
I50,9,IX.  Doenças do aparelho circulatório,Cardiologista
I51,9,IX.  Doenças do aparelho circulatório,Cardiologista
I52,9,IX.  Doenças do aparelho circulatório,Cardiologista
I53,9,IX.  Doenças do aparelho circulatório,Cardiologista
I54,9,IX.  Doenças do aparelho circulatório,Cardiologista
I55,9,IX.  Doenças do aparelho circulatório,Cardiologista
I56,9,IX.  Doenças do aparelho circulatório,Cardiologista
I57,9,IX.  Doenças do aparelho circulatório,Cardiologista
I58,9,IX.  Doenças do aparelho circulatório,Cardiologista
I59,9,IX.  Doenças do aparelho circulatório,Cardiologista
I60,9,IX.  Doenças do aparelho circulatório,Cardiologista
I61,9,IX.  Doenças do aparelho circulatório,Cardiologista
I62,9,IX.  Doenças do aparelho circulatório,Cardiologista
I63,9,IX.  Doenças do aparelho circulatório,Cardiologista
I64,9,IX.  Doenças do aparelho circulatório,Cardiologista
I65,9,IX.  Doenças do aparelho circulatório,Cardiologista
I66,9,IX.  Doenças do aparelho circulatório,Cardiologista
I67,9,IX.  Doenças do aparelho circulatório,Cardiologista
I68,9,IX.  Doenças do aparelho circulatório,Cardiologista
I69,9,IX.  Doenças do aparelho circulatório,Cardiologista
I70,9,IX.  Doenças do aparelho circulatório,Cardiologista
